Source,Target,Weight
0,540,0.9979741587861249
0,541,0.9800494785057788
0,544,0.9524872732525543
0,547,0.9762305543588121
0,548,0.9699689345636482
0,551,0.9848643879311435
0,553,0.9594779502523753
0,560,0.9536104829285579
0,563,0.9817411676465477
0,566,0.9610873073891425
0,574,0.9905750351834558
0,584,0.9821772871454751
0,585,0.9532538073383687
0,593,0.9641534189581273
0,597,0.9746057325888475
0,600,0.9790367452283132
0,609,0.978465757735199
0,612,0.9996868702273926
0,615,0.9625014491546383
0,616,0.9615642854885562
0,619,0.9729764603288403
0,622,0.9948219872996017
0,629,0.9751015750098848
0,630,0.978262990192673
0,631,0.9990592908665354
0,633,0.9502552858558103
0,638,0.9821308213639708
0,642,0.9730301318243791
0,647,0.9836636223797264
0,650,0.9858347928268025
0,652,0.965986842000045
0,654,0.9750879370880908
0,662,0.9885638930653302
0,669,0.9879408439444062
0,680,0.9979692759120858
0,684,0.9637806023049408
0,690,0.9935509060334712
0,698,0.9913169496246911
0,708,0.985247498385287
0,716,0.9727840758973683
0,719,0.975622496732838
0,720,0.985126262957589
0,727,0.9842014910639609
0,730,0.9737210802947482
0,736,0.9947642140581506
0,738,0.9775672413353718
0,746,0.9512194397262033
0,748,0.9980914064679972
0,749,0.9984681724080525
0,754,0.9975159594218933
0,757,0.9826446061648788
0,758,0.9945271128611382
0,761,0.9656728191433187
0,767,0.9794153400623439
0,772,0.9929993672744714
0,778,0.9892813191549563
0,787,0.9620500099129986
0,789,0.9798980587764965
0,794,0.991043690369547
0,817,0.9741701216594102
0,827,0.9986369360573851
0,834,0.9776959691515736
0,835,0.9865631661929786
0,842,0.9716478124667718
0,844,0.9626573152704676
0,850,0.9568587336663643
0,852,0.9947242300902945
0,868,0.961952203484273
0,869,0.9967210680487034
0,875,0.9525245687525327
0,881,0.9854152933881475
0,887,0.9786803326507412
0,893,0.9774526464058889
0,896,0.9790494267557037
0,904,0.9960462177902236
0,906,0.9749430128327533
0,908,0.9913672644965841
0,909,0.9635396949433618
0,910,0.9570121000976787
0,912,0.9802188471935437
0,920,0.9706965865930731
0,923,0.9850834432640156
0,931,0.9657791904563882
0,934,0.9581724226063839
0,941,0.9703757333498151
0,942,0.9704067409418836
0,944,0.9968090153871889
0,948,0.9998365696095741
0,953,0.9884682108570501
0,962,0.9948674422177746
1,17,0.9715157062499692
1,20,0.9646659262642494
1,23,0.9655459085204341
1,31,0.9793717923186621
1,33,0.9507489316341937
1,36,0.978576905847028
1,44,0.97533407447759
1,82,0.9726351219838892
1,95,0.9790711185333745
1,103,0.9503124450584918
1,111,0.9907667701173235
1,112,0.9580997856342838
1,120,0.9893943670871359
1,125,0.9875981924158143
1,129,0.9932431902162896
1,132,0.9737947566217195
1,134,0.9706119468189641
1,151,0.9681570334257616
1,159,0.9569801597267383
1,163,0.9751633961446101
1,173,0.950275639972281
1,183,0.9619391752773637
1,193,0.9955638242319735
1,208,0.9895357879074267
1,254,0.9753669047345046
1,261,0.9708497997566334
1,265,0.97918252734517
1,314,0.971380595330761
1,333,0.9633699375904744
1,345,0.9865721299942702
1,359,0.9956934703227266
1,369,0.9781876905768886
1,388,0.974578558523835
1,392,0.9821364941200759
1,397,0.9570202572659118
1,412,0.9625944413666849
1,414,0.967282784822903
1,417,0.9775168905956401
1,419,0.9631531110715313
1,433,0.9709300005427147
1,451,0.9823080975853885
1,454,0.9501982985153776
1,455,0.9870293906475691
1,469,0.9606992254030937
1,475,0.9790926527872255
1,489,0.9680828860605734
1,494,0.9948151140875962
1,503,0.9975069458471719
1,506,0.953951768717809
1,509,0.9890452707520383
1,510,0.9905147689575472
1,523,0.964980849633993
1,524,0.982807658151913
1,550,0.9535758965078504
1,552,0.9998152928689596
1,565,0.9644126464810409
1,583,0.997783251131272
1,586,0.965662088769671
1,587,0.9587260858124853
1,607,0.9532734783034843
1,610,0.9779484768231484
1,624,0.9671919252729523
1,635,0.995894479552738
1,636,0.9889564497947337
1,642,0.9570817012588703
1,643,0.9953298940207015
1,667,0.9845245109814383
1,673,0.984234091046412
1,684,0.9681010670359915
1,685,0.9884816975347032
1,692,0.9576769533341566
1,710,0.9904317336612837
1,712,0.9927009406850421
1,714,0.9826693061206894
1,717,0.974973095049353
1,744,0.9844858438973723
1,751,0.9971044722315832
1,760,0.9845236226308295
1,773,0.9974876356149993
1,774,0.9528519499832903
1,775,0.9621142610130564
1,784,0.9969199654438123
1,796,0.977838797580889
1,806,0.9663533596004587
1,825,0.9540026003259835
1,831,0.9881849113128608
1,850,0.9642535298399211
1,859,0.9590280184951344
1,870,0.9905483933219656
1,873,0.9940993909396733
1,876,0.9918620063312963
1,879,0.9716099729165003
1,888,0.9601103626397776
1,894,0.9536988422290715
1,895,0.9859897744787279
1,897,0.9750399453037639
1,922,0.9913479362245688
1,930,0.9742354610169066
1,931,0.9629333077810209
1,935,0.965939974941211
1,936,0.9795384729731941
1,941,0.9590520871745116
1,957,0.9974589316379266
1,959,0.9513096604797273
1,960,0.9635914697526508
2,5,0.9686304430397672
2,9,0.9798148219124764
2,10,0.9981173036868575
2,19,0.9983756501609952
2,21,0.972879756597832
2,22,0.9733368952356075
2,26,0.960832583923833
2,34,0.9795050194889733
2,38,0.9618410788901256
2,41,0.9845953907636822
2,42,0.9968024064776321
2,45,0.970870644547023
2,52,0.9974616189591894
2,57,0.9798742792587769
2,67,0.9563483102885425
2,74,0.9676823772423526
2,76,0.9703978698635325
2,77,0.9779106729734812
2,79,0.9571961258604522
2,80,0.9635882939347111
2,86,0.9714114438325123
2,88,0.9500234120541707
2,99,0.9816010509233849
2,101,0.9722807163625007
2,128,0.9519787484111777
2,136,0.9729487357874947
2,137,0.977144729486071
2,174,0.9947000288653197
2,175,0.9520528203448965
2,176,0.9993778492954987
2,181,0.9995933213784246
2,184,0.9849723353576427
2,194,0.9732840816155974
2,197,0.9951063138423267
2,203,0.9745165394182328
2,210,0.9715937063211398
2,214,0.9746642890544891
2,223,0.9911870769463983
2,227,0.9873244315768107
2,229,0.9603203251465904
2,242,0.9665602557352423
2,255,0.987219154892345
2,276,0.9731806090783676
2,277,0.981994361080627
2,279,0.9838480989340187
2,280,0.9893909855490853
2,288,0.9810042899671879
2,293,0.9653351536368971
2,306,0.9596971915714578
2,308,0.9684971418697939
2,315,0.9627211375376952
2,316,0.9854979983678515
2,320,0.9970113278010243
2,323,0.9953730294001891
2,325,0.997489206366979
2,329,0.9868963931249541
2,330,0.969682274461189
2,334,0.9965820314940429
2,336,0.9778861288407281
2,339,0.9911632771988128
2,342,0.9595144293395841
2,348,0.9602848686445382
2,357,0.9631953516324308
2,362,0.9566818030248077
2,371,0.9583790204132748
2,373,0.9758880758460192
2,375,0.9806497000301454
2,398,0.9862627446678254
2,403,0.9882275590098571
2,406,0.9974639850764411
2,407,0.9589868374607321
2,409,0.9711318173073744
2,415,0.9846959585898899
2,423,0.9926983513673782
2,430,0.9538123960403114
2,431,0.9760177571890221
2,436,0.9753097773970714
2,445,0.9762469899768896
2,446,0.9985012604121908
2,452,0.9637983809580022
2,456,0.9789563918328498
2,463,0.9611569668271659
2,470,0.9538764214768748
2,474,0.9986769872769198
2,491,0.9806426545744941
2,511,0.972301585996402
2,513,0.9500465462318465
2,516,0.9859360552165215
2,517,0.983580112945149
2,526,0.973307831010783
2,531,0.9579689430405433
2,536,0.9799282318655385
2,538,0.9630632305911564
2,556,0.9798409989992375
2,561,0.96243548104641
2,569,0.9822320820865122
2,571,0.990815480328128
2,573,0.9720931445776032
2,590,0.9808859285305641
2,599,0.9821842340525013
2,601,0.9938724746304377
2,602,0.9928747237711992
2,604,0.9795737585301325
2,606,0.9587250105045446
2,613,0.9608925805942129
2,614,0.9880303717977902
2,621,0.9821816965883475
2,626,0.992476844186833
2,641,0.9752683237785688
2,644,0.9585732625552966
2,646,0.9968973468840467
2,648,0.9930684993860804
2,651,0.9938523632301742
2,661,0.9896670435131427
2,665,0.9744015936421799
2,681,0.986974919615367
2,687,0.9681753608587305
2,689,0.9993616883117853
2,691,0.9975904397929941
2,704,0.9880503348811271
2,711,0.9901611575635813
2,725,0.9583490842492928
2,729,0.9660162842466611
2,739,0.9977355583976377
2,745,0.9595024340573126
2,752,0.9920851527699465
2,756,0.976300444128429
2,759,0.9713453057558418
2,764,0.9916270013378228
2,765,0.9800288058596028
2,766,0.9822381475052142
2,769,0.9709897763888029
2,776,0.9787705210142984
2,801,0.9921707355203273
2,809,0.9753560623695533
2,812,0.9909953909443093
2,814,0.9693434650125264
2,815,0.9503660636284659
2,820,0.9538020068272426
2,821,0.9873808903482463
2,832,0.9631661254961662
2,838,0.969723013808399
2,839,0.9915274944438207
2,841,0.9744045659134685
2,848,0.9636756642884725
2,851,0.9648551868386549
2,853,0.9937201903378944
2,855,0.9620173897204621
2,858,0.9880399216170608
2,860,0.9683751375841136
2,864,0.9688056649477889
2,867,0.9655038087855654
2,874,0.9785945995588908
2,885,0.9598922297943991
2,890,0.9819394182831584
2,898,0.9735217819511248
2,902,0.990130833493443
2,913,0.9777229804338153
2,915,0.9737907670413846
2,932,0.9798287985845333
2,956,0.9823141275146469
2,958,0.9579977189154806
2,963,0.9973876349615458
2,964,0.9987664659531967
3,8,0.9995411551045927
3,16,0.9903375280236407
3,22,0.9718256524447081
3,28,0.9929695114004098
3,38,0.9679454960855947
3,57,0.9633498570240168
3,58,0.9934367469866884
3,62,0.9801441002256657
3,71,0.9904972395528034
3,74,0.971236187796445
3,78,0.9993124192505155
3,79,0.9873581374157666
3,83,0.9842580977894402
3,84,0.9846589933790527
3,86,0.9748187712336024
3,87,0.9736321632892866
3,89,0.9827500349220207
3,93,0.95674954975642
3,114,0.9814248582915932
3,115,0.9965624995565071
3,127,0.9816754896473223
3,140,0.9702005363533646
3,144,0.9978087571570998
3,166,0.9633922413622533
3,177,0.9919889772205337
3,184,0.9610168296091667
3,194,0.9638623439552675
3,196,0.9912996113813896
3,212,0.9595659389059175
3,214,0.9629710251658449
3,215,0.9836707599703411
3,237,0.9882806237040598
3,238,0.9559751755506194
3,240,0.958339705595238
3,242,0.9646382313609082
3,256,0.9726211814342234
3,257,0.9875186144132615
3,262,0.9612612595342931
3,271,0.9925953963762533
3,276,0.9751999989414663
3,280,0.9533121659019486
3,293,0.9510864712846164
3,297,0.9866375698394206
3,298,0.973064463756591
3,306,0.9595113270236946
3,315,0.9672724981756452
3,340,0.985996684560014
3,342,0.9805766729224366
3,358,0.9581338564620692
3,366,0.983426962418227
3,371,0.9619707235339987
3,383,0.9733523830177674
3,384,0.9572493779469147
3,390,0.963816902001166
3,393,0.9969533237958477
3,415,0.9622536700398632
3,445,0.9721772663772683
3,456,0.9699867982773529
3,459,0.998165765141817
3,463,0.9530552187603917
3,465,0.9860468510029636
3,484,0.9611171140444723
3,486,0.9786886639510963
3,487,0.9973893913498159
3,516,0.9600089891415613
3,519,0.9825807409514606
3,525,0.980213194665654
3,531,0.9531539975732457
3,534,0.969363686170724
3,555,0.9951337450356913
3,564,0.9799381558102515
3,592,0.9508757810172431
3,598,0.9604568525756304
3,606,0.9751883287846704
3,611,0.9973708272311889
3,613,0.9857298297137009
3,618,0.9937653984772694
3,634,0.9901348534369973
3,640,0.9996641715457533
3,644,0.9843608903566348
3,675,0.9651796772829639
3,676,0.9760542989581513
3,677,0.9986729243703019
3,694,0.9949779449333264
3,703,0.971949974063638
3,705,0.9559587087300069
3,711,0.9513267910774172
3,733,0.9903808445466586
3,750,0.9926582805898096
3,763,0.9532517384600178
3,790,0.9902115743770968
3,792,0.9977091794589531
3,799,0.9882278897805259
3,815,0.9602018055381639
3,824,0.9961011984355121
3,832,0.9528865588985406
3,836,0.9917361134783971
3,840,0.9519319171235682
3,841,0.9752448783174648
3,845,0.9763088899421963
3,847,0.9528766993312983
3,860,0.969558907791686
3,865,0.972516333984304
3,871,0.9539421638604132
3,874,0.9707335211147144
3,892,0.9965484140659993
3,899,0.9536377065155142
3,927,0.959680773408287
3,951,0.9868692401773177
3,955,0.9967430440952495
3,956,0.961335935589692
4,5,0.9683729553856637
4,13,0.9872063797799964
4,14,0.9748639982416725
4,18,0.9874952555385682
4,21,0.9673122832482746
4,24,0.953654157875237
4,30,0.9718744419913758
4,35,0.9837989736836964
4,37,0.9957171523796963
4,39,0.9698132709424225
4,40,0.9922891066511549
4,45,0.9684975970103978
4,46,0.9917937788253566
4,47,0.9562901967346479
4,54,0.9810346458970147
4,55,0.9900766903258551
4,60,0.96645180802654
4,63,0.969403498418764
4,65,0.9647353864220183
4,67,0.9636035877633284
4,69,0.9762828539323919
4,73,0.9820548532081587
4,87,0.9578629081380987
4,93,0.9741847847186947
4,94,0.9654455657050668
4,98,0.9856400399778892
4,105,0.9517039662554083
4,107,0.9696559974070235
4,108,0.9819067443208958
4,109,0.9967602442742975
4,118,0.9595720808391547
4,122,0.9736033804047333
4,123,0.9721129163639263
4,128,0.9766177719462322
4,133,0.9742534673143811
4,135,0.9754699823775954
4,140,0.9606483192995899
4,141,0.9885635360795099
4,142,0.9716788908266853
4,143,0.9944323571367654
4,152,0.9688268619374332
4,155,0.9517829083698911
4,157,0.9673221750749997
4,162,0.9888001644907428
4,166,0.9657179039145902
4,167,0.9952167144905016
4,168,0.9889444962991295
4,169,0.9653967705673858
4,170,0.9618421150105423
4,171,0.9685237246874077
4,172,0.9881577771937757
4,180,0.9945034548461176
4,186,0.9628502627187822
4,191,0.9991089272564209
4,192,0.9533154649466254
4,195,0.9569054947963119
4,201,0.9661223493617408
4,202,0.9763212197978522
4,207,0.9634569813040722
4,211,0.9987437210729314
4,219,0.9942963237338508
4,225,0.9662983006408709
4,228,0.9693585415744449
4,229,0.972215892743001
4,232,0.997203749019352
4,234,0.9560849942758922
4,238,0.9750871573501884
4,239,0.9695940785142556
4,240,0.9678460682400771
4,241,0.9852999732044885
4,244,0.9786918423503541
4,250,0.9715965964184746
4,251,0.9691253258398774
4,253,0.9648609359793964
4,259,0.962764094096263
4,262,0.9700333931342765
4,263,0.9959150777554477
4,269,0.953991428857462
4,270,0.9778531504186088
4,272,0.9814772948887392
4,284,0.9500392424867243
4,285,0.9707347780646496
4,286,0.956844839519502
4,292,0.9542726283016214
4,294,0.9605389143116081
4,304,0.98073471083209
4,305,0.9766284575148505
4,306,0.9641312374050829
4,309,0.9971078222752654
4,310,0.9715845562510041
4,322,0.9931663489262943
4,327,0.9647719658872261
4,331,0.9507960378814875
4,335,0.9806988448466646
4,336,0.9633015059547677
4,337,0.9635188701743416
4,341,0.9889689112726419
4,346,0.9537312435689802
4,349,0.9963374397162182
4,353,0.9789453956089507
4,355,0.9539780019638525
4,356,0.9540350674177976
4,358,0.9726962657068179
4,360,0.98919254121235
4,361,0.9629187703754625
4,363,0.9724156849799913
4,365,0.9517583650291663
4,367,0.9655840004120796
4,372,0.9784431001713071
4,374,0.9841866013270346
4,375,0.9628976967530736
4,376,0.975929090564272
4,377,0.9939862082479465
4,378,0.9648708734360463
4,380,0.9734945288117293
4,382,0.9963351880548634
4,384,0.9702330641093857
4,390,0.9667401919077092
4,394,0.9944598129693617
4,395,0.995463762197963
4,399,0.9754758435302485
4,400,0.9931097590793718
4,401,0.9984420770126001
4,402,0.9874560560688834
4,404,0.9965087662751883
4,407,0.9799337619090158
4,409,0.9516804869367641
4,420,0.988738242708446
4,422,0.9554387255593033
4,426,0.9757249034916465
4,427,0.9807775313803799
4,429,0.9521242816714418
4,434,0.9953436138254068
4,438,0.9775442327984264
4,441,0.9856477691689897
4,442,0.9999898560192151
4,444,0.9967030478332044
4,450,0.9571483857973625
4,461,0.9512561160851689
4,462,0.9960439629911464
4,464,0.976961260191232
4,467,0.9930362300488516
4,468,0.9688773465324018
4,471,0.9980352219730132
4,476,0.9670688637613492
4,479,0.9597554799335745
4,484,0.9650071693945658
4,488,0.9672077047154615
4,495,0.9906436139087953
4,496,0.9795620916972099
4,497,0.956343126701926
4,501,0.9671319397093492
4,505,0.9764548682451794
4,508,0.9646139167622737
4,512,0.9951293888123975
4,521,0.9909630534034538
4,527,0.9950415944446002
4,528,0.9699567472068302
4,530,0.9715949152791978
4,533,0.9740264991223223
4,542,0.9919741525950976
4,543,0.977034265782823
4,544,0.9707343971201703
4,545,0.9673000210764982
4,546,0.9951406237983709
4,549,0.968107711316
4,554,0.9989473866406726
4,556,0.9559099006064533
4,557,0.9586405432863715
4,559,0.993426560557862
4,570,0.9864238424694105
4,575,0.9667897076306716
4,576,0.9612250851564406
4,577,0.961620663220318
4,580,0.9720162952325717
4,582,0.9861320822078335
4,585,0.964570593589674
4,589,0.990900656386861
4,592,0.9759628772720657
4,594,0.9930507354133999
4,595,0.9529978988956185
4,599,0.9569282183076426
4,603,0.9997920291751953
4,604,0.9648298673963344
4,608,0.9839054333751679
4,620,0.9798428651869561
4,623,0.9981529284910781
4,625,0.9509526331994037
4,632,0.9562903149297544
4,637,0.952320475593702
4,645,0.967292934333779
4,655,0.998535837294905
4,658,0.9798497555765269
4,660,0.9599782717229105
4,663,0.9965764575646409
4,665,0.9660719529363582
4,666,0.9920286926216171
4,668,0.991802304732642
4,670,0.9704286195667976
4,671,0.9945318412173288
4,672,0.9836044669301137
4,682,0.9998073131029263
4,687,0.9544689835170097
4,688,0.9831463182937904
4,695,0.9724737042853436
4,696,0.9883163861764427
4,697,0.9748202209523162
4,699,0.9926860292163445
4,700,0.9852729645026743
4,702,0.9796333274042816
4,703,0.9589869644601288
4,705,0.9621095356849328
4,713,0.9924796880976328
4,722,0.9971002545361641
4,723,0.9981552963430782
4,728,0.998336317542954
4,734,0.9819783065238711
4,740,0.9836027765094328
4,742,0.9842812572088663
4,743,0.9680166664893575
4,745,0.9725681020246443
4,762,0.9940755248212729
4,768,0.987991194991575
4,770,0.9854275243782908
4,771,0.9803740304534504
4,779,0.9769649192775584
4,780,0.9879610133218596
4,782,0.9519244758767761
4,783,0.9904766616777129
4,787,0.9581780792543128
4,788,0.9735571830554892
4,793,0.9774045171241073
4,798,0.9829585039651643
4,802,0.9740604168221199
4,803,0.9639298484429804
4,814,0.972026789249143
4,815,0.9682771459718976
4,816,0.9726605533450258
4,818,0.99124771610992
4,823,0.9646602573154315
4,826,0.9827750738474609
4,829,0.9943718369545234
4,830,0.9835593913733446
4,832,0.9670246279048097
4,840,0.97665891679927
4,843,0.9724419156498438
4,844,0.9621124162385679
4,845,0.9519720999938589
4,848,0.9786007244755088
4,855,0.9594339598635166
4,862,0.9999074521196631
4,863,0.991101845004994
4,866,0.9844973959348694
4,871,0.9770612386095318
4,872,0.9667833368952787
4,875,0.9675103617588716
4,877,0.9686356030411706
4,883,0.9708594255291251
4,886,0.9695583332990857
4,889,0.9997888664171918
4,899,0.9766284667502072
4,910,0.9613139348911627
4,913,0.960982038784294
4,914,0.9858802776669635
4,937,0.977722914327549
4,938,0.9836491108147756
4,939,0.9573752364475563
4,947,0.990586948643474
4,950,0.9871600305803218
4,958,0.9652288507209416
4,961,0.9562644297296514
5,9,0.9800042073376056
5,10,0.9566713921253616
5,13,0.9942253856939376
5,18,0.9938310705457016
5,19,0.953126130636468
5,21,0.9861137012056205
5,22,0.9569966659915761
5,29,0.9624223583046806
5,34,0.9949554072762639
5,35,0.9545781484670097
5,42,0.985018264369316
5,45,0.9850973233244656
5,47,0.9892212507855412
5,49,0.9574964839264781
5,52,0.9833828695237001
5,55,0.9930400232697634
5,57,0.9648267440538101
5,65,0.9748294773528456
5,67,0.9975588093173599
5,73,0.9726544157041972
5,77,0.9874389688140802
5,80,0.9754400972742013
5,86,0.9527649522262684
5,94,0.98203425383243
5,98,0.9598867325755696
5,99,0.9656852478831355
5,105,0.99171766924785
5,107,0.9773691106411049
5,109,0.9696435225483816
5,117,0.9570568136816963
5,118,0.9520136479544417
5,122,0.9698886672730075
5,128,0.9757100795937321
5,136,0.9964144863078617
5,138,0.9687826102088227
5,140,0.9557122715642652
5,141,0.957276806025866
5,143,0.981830663653492
5,145,0.952446367058153
5,150,0.9511116059088035
5,154,0.9753380387402423
5,157,0.9812123891635053
5,161,0.9621779364367946
5,162,0.980686958634638
5,165,0.9548668670207687
5,167,0.9880672448485242
5,168,0.9507398303080323
5,172,0.969302860632475
5,175,0.9636345680530257
5,176,0.9743343237020018
5,180,0.9891416717225384
5,181,0.9680922720103324
5,184,0.9593621270057373
5,191,0.9657119063551782
5,195,0.9626152515887408
5,197,0.978764444117374
5,210,0.9904675641558881
5,211,0.9595676919237373
5,214,0.9684783114540815
5,223,0.9637197653247567
5,227,0.9952970393294994
5,229,0.999473428331283
5,232,0.9594384183233405
5,238,0.9626723876531352
5,241,0.9812481752727634
5,250,0.9771585116313412
5,255,0.9860792836893992
5,260,0.9506382163508695
5,267,0.9510200257166773
5,270,0.9869924092874569
5,272,0.9608443962484664
5,280,0.9625784160398982
5,288,0.9751859562187134
5,294,0.963654312641576
5,296,0.953726268903999
5,304,0.9553099405579434
5,306,0.9706600576661916
5,308,0.9503942332197995
5,309,0.983284312096656
5,320,0.973805211689606
5,323,0.9876214441144608
5,329,0.9899921129095107
5,336,0.9879586322811696
5,337,0.9947413226163694
5,339,0.9753659630038115
5,346,0.9645072172837237
5,348,0.967470331582092
5,352,0.9899315802305108
5,357,0.9946152436791902
5,358,0.9637386825947347
5,362,0.9666117809423052
5,373,0.9879343937942096
5,374,0.9750098738851886
5,375,0.9968307321727119
5,377,0.9557127854250723
5,380,0.9589364075830757
5,382,0.9858918978357011
5,387,0.9801836969012423
5,398,0.9870045674885816
5,399,0.9820440758544964
5,400,0.990196235507399
5,401,0.9722098527943169
5,402,0.9801602481446908
5,403,0.9602829706593461
5,404,0.9639187599677312
5,406,0.9541534251445184
5,407,0.9858228109934544
5,409,0.9977113036922687
5,427,0.957336174848245
5,431,0.991333480739384
5,434,0.9712240180261871
5,436,0.9875934901655801
5,441,0.9692935162589045
5,442,0.9673852700809177
5,445,0.9515823435427782
5,446,0.9715420069025481
5,452,0.9530775655282807
5,461,0.9870387475999899
5,462,0.9619298158724365
5,464,0.9781115387321955
5,471,0.953380584154993
5,474,0.9609793257630601
5,488,0.9510446089313557
5,490,0.9822004608427137
5,505,0.97559441464928
5,513,0.9618170254059345
5,526,0.9642348038633177
5,527,0.9822613282523124
5,532,0.9703216944820737
5,533,0.9955889596717304
5,536,0.9714373940284098
5,538,0.9934772681622669
5,542,0.9815901638604413
5,546,0.9523961928041011
5,554,0.9591826243304169
5,556,0.9986667377894853
5,559,0.970645520929413
5,568,0.9582890802956135
5,571,0.9700995464575933
5,573,0.9897117283356818
5,588,0.9822482838507636
5,589,0.9783725094515578
5,590,0.979380014574409
5,594,0.9699418344068627
5,599,0.9979873058557805
5,603,0.9729003015179222
5,604,0.9940593915306225
5,605,0.9817066894690483
5,606,0.955681944285902
5,621,0.994773889646471
5,623,0.9817012357916195
5,625,0.9920424510692412
5,626,0.9837185109721356
5,632,0.9743763068303543
5,641,0.9971561958858193
5,646,0.9851266360980803
5,649,0.9754389576333004
5,655,0.9703302627231587
5,657,0.9632991970169988
5,658,0.9831328165246654
5,665,0.9865672914923522
5,670,0.9921791571964482
5,682,0.9730664846510343
5,683,0.9652757890470168
5,687,0.9979513927804079
5,688,0.9599247212759265
5,689,0.9761837951220667
5,696,0.9935329215515176
5,697,0.9896208812492078
5,700,0.9718739927813281
5,702,0.9901184802822214
5,703,0.9533584242959929
5,711,0.9505374944717928
5,713,0.9915064650566744
5,722,0.9839971907287633
5,723,0.9767182807678517
5,725,0.9888776327154656
5,728,0.9737094574905436
5,729,0.9516860859976871
5,731,0.9827398434869962
5,732,0.9652917312270726
5,739,0.9544758008926748
5,743,0.9588169609165375
5,745,0.9993738835368116
5,752,0.9776143283079497
5,759,0.9639738031862195
5,762,0.9827725858490259
5,764,0.9925641495556361
5,768,0.9920039349089722
5,771,0.9915713131348605
5,776,0.9698373357780952
5,779,0.9521648059876616
5,780,0.9803521401156077
5,783,0.9762591837378743
5,801,0.9862157147669309
5,812,0.9929874731248407
5,814,0.9874507402206962
5,815,0.9668250145127799
5,818,0.9583080279304897
5,819,0.9546441422673587
5,820,0.9824755896926166
5,821,0.9624347074285107
5,829,0.952422891271108
5,832,0.976121055189483
5,838,0.9668594393392638
5,840,0.96872039736106
5,845,0.9506043459494423
5,848,0.9895015712499665
5,851,0.990525594371565
5,853,0.990017662788104
5,854,0.9812851352443495
5,855,0.9979531782463273
5,856,0.982845596817805
5,860,0.9624781529894623
5,862,0.9653632715946816
5,863,0.9706228999004844
5,867,0.992537337016226
5,871,0.9537517411603892
5,872,0.9891352967302843
5,877,0.9675747668600447
5,883,0.9512583773392836
5,889,0.9641777157883915
5,890,0.9907612142841398
5,898,0.9878204695709731
5,902,0.9916114560990736
5,913,0.9992048426243529
5,918,0.9750873112220814
5,924,0.9752537803455882
